,id,credits,cast_count,director
3579,tm28493,"[{'person_id': 56147, 'name': 'Joanne Kelly', 'character': 'Frannie Mackenzie', 'role': 'ACTOR'}, {'person_id': 10981, 'name': 'Lucas Bryant', 'character': 'Calvin Puddie', 'role': 'ACTOR'}, {'person_id': 35604, 'name': 'Colin Ferguson', 'character': 'Michael Tate', 'role': 'ACTOR'}, {'person_id': 1113, 'name': 'Nina Dobrev', 'character': 'Young Frannie Mackenzie', 'role': 'ACTOR'}, {'person_id': 37772, 'name': 'Kelly Makin', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",4.0,Kelly Makin
3580,tm285128,"[{'person_id': 730266, 'name': 'Elizabeth Alderfer', 'character': 'Lindsey', 'role': 'ACTOR'}, {'person_id': 656145, 'name': 'Gayle Rankin', 'character': 'Tess', 'role': 'ACTOR'}, {'person_id': 86683, 'name': 'Brian J. Smith', 'character': 'Sam', 'role': 'ACTOR'}, {'person_id': 51474, 'name': 'Christopher Murney', 'character': 'Tom', 'role': 'ACTOR'}, {'person_id': 1522242, 'name': 'Derek Goh', 'character': 'Lukey', 'role': 'ACTOR'}, {'person_id': 115320, 'name': 'Patrick Murney', 'character': 'Eddie', 'role': 'ACTOR'}, {'person_id': 1016844, 'name': 'Nick Choksi', 'character': 'Nick', 'role': 'ACTOR'}, {'person_id': 1295108, 'name': 'Gabriel Long', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,Gabriel Long
3581,tm28533,"[{'person_id': 79540, 'name': 'David Faustino', 'character': 'Albert De Salvo', 'role': 'ACTOR'}, {'person_id': 8062, 'name': 'Andrew Divoff', 'character': 'John Marsden', 'role': 'ACTOR'}, {'person_id': 172418, 'name': 'Kostas Sommer', 'character': 'Frank Asarian', 'role': 'ACTOR'}, {'person_id': 119240, 'name': 'Joe Torry', 'character': 'Arthur Winfield', 'role': 'ACTOR'}, {'person_id': 58152, 'name': 'Corin Nemec', 'character': 'Stuart Whitmore', 'role': 'ACTOR'}, {'person_id': 172419, 'name': 'Jen Nikolaisen', 'character': 'Jennifer Mitchum', 'role': 'ACTOR'}, {'person_id': 8240, 'name': 'Johnny Liska', 'character': 'Michael De Salvo', 'role': 'ACTOR'}, {'person_id': 56990, 'name': 'Caia Coley', 'character': 'Michelle Marsden', 'role': 'ACTOR'}, {'person_id': 172420, 'name': 'Tara Shayne', 'character': 'Claudia De Salvo', 'role': 'ACTOR'}, {'person_id': 172422, 'name': 'Beth Shea', 'character': 'Jana Fineman', 'role': 'ACTOR'}, {'person_id': 113204, 'name': 'Sonia Curtis', 'character': 'Sondra De Salvo', 'role': 'ACTOR'}, {'person_id': 172423, 'name': 'Michelle Tomlinson', 'character': 'Station Officer', 'role': 'ACTOR'}, {'person_id': 172424, 'name': 'Claudia DiMartino', 'character': 'Mrs. Lucino', 'role': 'ACTOR'}, {'person_id': 172425, 'name': 'Rusty Burns', 'character': 'Mother at Store', 'role': 'ACTOR'}, {'person_id': 172426, 'name': 'Linda DeMetrick', 'character': 'Anna Slessers', 'role': 'ACTOR'}, {'person_id': 172427, 'name': 'Christy Moore', 'character': 'Patricia Bisette', 'role': 'ACTOR'}, {'person_id': 337408, 'name': 'Jude Gerard Prest', 'character': 'Dr. Arlen', 'role': 'ACTOR'}, {'person_id': 37373, 'name': 'Daniel Bonjour', 'character': 'Jr. Detective Richie', 'role': 'ACTOR'}, {'person_id': 47968, 'name': 'Michael Feifer', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",18.0,Michael Feifer
3582,tm28554,"[{'person_id': 61712, 'name': 'Brahmanandam', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 160264, 'name': 'Raghu Babu', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 157312, 'name': 'Ravi Babu', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 104666, 'name': 'Ali Basha', 'character': 'Not Applicable', 'role': 'ACTOR'}]",4.0,
3583,tm28557,"[{'person_id': 2674, 'name': 'Jason Statham', 'character': 'Chev Chelios', 'role': 'ACTOR'}, {'person_id': 12431, 'name': 'Amy Smart', 'character': 'Eve', 'role': 'ACTOR'}, {'person_id': 2493, 'name': 'Jose Pablo Cantillo', 'character': 'Ricky Verona', 'role': 'ACTOR'}, {'person_id': 16189, 'name': 'Efren Ramirez', 'character': 'Kaylo', 'role': 'ACTOR'}, {'person_id': 16187, 'name': 'Dwight Yoakam', 'character': 'Doc Miles', 'role': 'ACTOR'}, {'person_id': 376693, 'name': 'Carlos Sanz', 'character': 'Carlito', 'role': 'ACTOR'}, {'person_id': 16191, 'name': 'Reno Wilson', 'character': 'Orlando', 'role': 'ACTOR'}, {'person_id': 9765, 'name': 'Edi Gathegi', 'character': 'Haitian Cabbie', 'role': 'ACTOR'}, {'person_id': 16188, 'name': 'Glenn Howerton', 'character': 'Doctor', 'role': 'ACTOR'}, {'person_id': 396363, 'name': 'Jay Xcala', 'character': 'Alex', 'role': 'ACTOR'}, {'person_id': 7635, 'name': 'Keone Young', 'character': 'Don Kim', 'role': 'ACTOR'}, {'person_id': 93060, 'name': 'Valarie Rae Miller', 'character': 'Chocolate', 'role': 'ACTOR'}, {'person_id': 16647, 'name': 'Yousuf Azami', 'character': 'Arab Cabbie', 'role': 'ACTOR'}, {'person_id': 396364, 'name': 'Laurent Schwaar', 'character': 'Man in Garage', 'role': 'ACTOR'}, {'person_id': 78338, 'name': 'David Brown', 'character': 'Sin City Brother', 'role': 'ACTOR'}, {'person_id': 26664, 'name': 'Dorian Kingi', 'character': 'Convenience Store Clerk', 'role': 'ACTOR'}, {'person_id': 746151, 'name': 'Med Abrous', 'character': 'Verona Crew #1', 'role': 'ACTOR'}, {'person_id': 12448, 'name': 'Daniel Stevens', 'character': 'Verona Crew #2', 'role': 'ACTOR'}, {'person_id': 298634, 'name': 'Wally Lozano', 'character': 'Verona Crew #3', 'role': 'ACTOR'}, {'person_id': 482195, 'name': 'Allen Bloomfield', 'character': 'Pharmacy Man', 'role': 'ACTOR'}, {'person_id': 14276, 'name': 'Stephanie Mace', 'character': 'Pharmacist', 'role': 'ACTOR'}, {'person_id': 117716, 'name': 'Chester Bennington', 'character': 'Pharmacy Stoner', 'role': 'ACTOR'}, {'person_id': 30661, 'name': 'Michael McLafferty', 'character': 'Hospital Cop', 'role': 'ACTOR'}, {'person_id': 81527, 'name': 'Earl Carroll', 'character': 'Stretcher Patient', 'role': 'ACTOR'}, {'person_id': 198485, 'name': 'Brian Swibel', 'character': 'Hospital Tech #1', 'role': 'ACTOR'}, {'person_id': 746224, 'name': 'Donnie Smith', 'character': 'Hospital Tech #2', 'role': 'ACTOR'}, {'person_id': 192182, 'name': 'Sean Graham', 'character': 'Motorcycle Cop', 'role': 'ACTOR'}, {'person_id': 14265, 'name': 'Dan Callahan', 'character': 'TV Store Guy', 'role': 'ACTOR'}, {'person_id': 595489, 'name': 'Noel Gugliemi', 'character': 'Warehouse Rooftop Hood', 'role': 'ACTOR'}, {'person_id': 212159, 'name': 'Daniel Venegas', 'character': 'Warehouse Window Hood', 'role': 'ACTOR'}, {'person_id': 19939, 'name': 'Francis Capra', 'character': 'Warehouse Hood Leader', 'role': 'ACTOR'}, {'person_id': 700197, 'name': 'Frank Blake', 'character': 'Warehouse Hood #1', 'role': 'ACTOR'}, {'person_id': 65241, 'name': 'Mike G.', 'character': 'Warehouse Hood #2', 'role': 'ACTOR'}, {'person_id': 10762, 'name': 'Ken Moreno', 'character': 'Hood #3', 'role': 'ACTOR'}, {'person_id': 29786, 'name': 'Troy Robinson', 'character': 'Hood #4', 'role': 'ACTOR'}, {'person_id': 207621, 'name': 'Eddie Perez', 'character': 'Hood #5', 'role': 'ACTOR'}, {'person_id': 636200, 'name': 'Justin Riemer', 'character': 'Hood #6', 'role': 'ACTOR'}, {'person_id': 456845, 'name': 'Peter Choi', 'character': 'Shirt Factory Supervisor', 'role': 'ACTOR'}, {'person_id': 1391602, 'name': 'Elizabeth Jayne Hong', 'character': 'Bus Girl', 'role': 'ACTOR'}, {'person_id': 13969, 'name': 'Toshi Toda', 'character': 'Japanese Businessman', 'role': 'ACTOR'}, {'person_id': 11304, 'name': 'Samuel Witwer', 'character': 'Shootout Henchman #1', 'role': 'ACTOR'}, {'person_id': 430476, 'name': 'Jai Stefan', 'character': 'Shootout Henchman #2', 'role': 'ACTOR'}, {'person_id': 102769, 'name': 'Jacki R. Chan', 'character': 'Cocoon Girl', 'role': 'ACTOR'}, {'person_id': 600826, 'name': 'Rick Shuster', 'character': 'Helicopter Pilot', 'role': 'ACTOR'}, {'person_id': 48443, 'name': 'Ted Garcia', 'character': 'TV Reporter', 'role': 'ACTOR'}, {'person_id': 670981, 'name': 'Candice A. Buenrostro', 'character': 'Bikini Girl', 'role': 'ACTOR'}, {'person_id': 809596, 'name': 'Nina Kaze', 'character': 'Freaky Club Member', 'role': 'ACTOR'}, {'person_id': 496202, 'name': 'Michael Dane', 'character': 'Traffic Cop', 'role': 'ACTOR'}, {'person_id': 1311425, 'name': 'Richard T. Henry', 'character': 'SWAT Officer', 'role': 'ACTOR'}, {'person_id': 668023, 'name': 'Klaudia Ann Jaworski', 'character': 'Cocoon Girl', 'role': 'ACTOR'}, {'person_id': 899881, 'name': 'India King', 'character': 'Nurse', 'role': 'ACTOR'}, {'person_id': 1391520, 'name': 'Melissa Barker', 'character': 'Pedestrian (uncredited)', 'role': 'ACTOR'}, {'person_id': 1391096, 'name': 'Robin Wilson', 'character': 'Shopping Girl with Pug (uncredited)', 'role': 'ACTOR'}, {'person_id': 12675, 'name': 'Brian Taylor', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 1480, 'name': 'Mark Neveldine', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",53.0,"Brian Taylor, Mark Neveldine"
3584,tm28571,"[{'person_id': 36491, 'name': 'Vincent Price', 'character': 'Alex Medbourne / Dr. Giacomo Rappaccini / Gerald Pyncheon', 'role': 'ACTOR'}, {'person_id': 5898, 'name': 'Sebastian Cabot', 'character': 'Dr. Carl Heidegger', 'role': 'ACTOR'}, {'person_id': 14875, 'name': 'Brett Halsey', 'character': 'Giovanni Guasconti', 'role': 'ACTOR'}, {'person_id': 90870, 'name': 'Beverly Garland', 'character': 'Alice Pyncheon', 'role': 'ACTOR'}, {'person_id': 92405, 'name': 'Richard Denning', 'character': 'Jonathan Maulle', 'role': 'ACTOR'}, {'person_id': 102385, 'name': 'Mari Blanchard', 'character': 'Sylvia Ward', 'role': 'ACTOR'}, {'person_id': 35474, 'name': 'Abraham Sofaer', 'character': 'Prof. Pietro Baglioni', 'role': 'ACTOR'}, {'person_id': 103528, 'name': 'Jacqueline deWit', 'character': ""Hannah Pyncheon, Gerald's Sister"", 'role': 'ACTOR'}, {'person_id': 143846, 'name': 'Joyce Taylor', 'character': 'Beatrice Rappaccini', 'role': 'ACTOR'}, {'person_id': 24013, 'name': 'Edith Evanson', 'character': 'Lisabetta, the landlady', 'role': 'ACTOR'}, {'person_id': 549551, 'name': 'Floyd Simmons', 'character': 'Ghost of Matthew Maulle', 'role': 'ACTOR'}, {'person_id': 137459, 'name': 'Gene Roth', 'character': 'Cabman', 'role': 'ACTOR'}, {'person_id': 153747, 'name': 'Sidney Salkow', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",12.0,Sidney Salkow
3585,tm28600,"[{'person_id': 25018, 'name': 'Cary Grant', 'character': 'Peter Joshua', 'role': 'ACTOR'}, {'person_id': 14081, 'name': 'Audrey Hepburn', 'character': 'Regina Lampert', 'role': 'ACTOR'}, {'person_id': 22996, 'name': 'Walter Matthau', 'character': 'Hamilton Bartholemew', 'role': 'ACTOR'}, {'person_id': 986, 'name': 'James Coburn', 'character': 'Tex Panthollow', 'role': 'ACTOR'}, {'person_id': 1061, 'name': 'George Kennedy', 'character': 'Herman Scobie', 'role': 'ACTOR'}, {'person_id': 27153, 'name': 'Dominique Minot', 'character': 'Sylvie Gaudel', 'role': 'ACTOR'}, {'person_id': 25099, 'name': 'Ned Glass', 'character': 'Leopold Gideon', 'role': 'ACTOR'}, {'person_id': 27155, 'name': 'Jacques Marin', 'character': 'Edouard Grandpierre', 'role': 'ACTOR'}, {'person_id': 27154, 'name': 'Paul Bonifas', 'character': 'Mr. Felix', 'role': 'ACTOR'}, {'person_id': 27156, 'name': 'Thomas Chelimsky', 'character': 'Jean-Louis Gaudel', 'role': 'ACTOR'}, {'person_id': 27157, 'name': 'Marc Arian', 'character': 'Subway Passenger (uncredited)', 'role': 'ACTOR'}, {'person_id': 27159, 'name': 'Claudine Berg', 'character': 'Maid (uncredited)', 'role': 'ACTOR'}, {'person_id': 27158, 'name': 'Marcel Bernier', 'character': 'Taxi Driver (uncredited)', 'role': 'ACTOR'}, {'person_id': 27160, 'name': 'Albert Daumergue', 'character': 'Man in Stamp Market (uncredited)', 'role': 'ACTOR'}, {'person_id': 27161, 'name': 'Raoul Delfosse', 'character': 'Taxi Driver (uncredited)', 'role': 'ACTOR'}, {'person_id': 14167, 'name': 'Stanley Donen', 'character': 'Man in Elevator (voice) (uncredited)', 'role': 'ACTOR'}, {'person_id': 27162, 'name': 'Jean Gold', 'character': 'Writer On Cafe Terrace (uncredited)', 'role': 'ACTOR'}, {'person_id': 27163, 'name': 'Chantal Goya', 'character': '(uncredited)', 'role': 'ACTOR'}, {'person_id': 27164, 'name': 'Clément Harari', 'character': 'German Tourist (uncredited)', 'role': 'ACTOR'}, {'person_id': 27165, 'name': 'Monte Landis', 'character': 'Master of Ceremonies at Club (uncredited)', 'role': 'ACTOR'}, {'person_id': 27166, 'name': 'Bernard Musson', 'character': 'Hotel Receptionnist (uncredited)', 'role': 'ACTOR'}, {'person_id': 27167, 'name': 'Antonio Passalia', 'character': 'Italian Representative at URESCO (uncredited)', 'role': 'ACTOR'}, {'person_id': 27168, 'name': 'Jacques Préboist', 'character': 'Ice Cream Salesman (uncredited)', 'role': 'ACTOR'}, {'person_id': 27169, 'name': 'Peter Stone', 'character': 'Man in Elevator / Marine (voice) (uncredited)', 'role': 'ACTOR'}, {'person_id': 27170, 'name': 'Michel Thomass', 'character': 'Embassy Driver (uncredited)', 'role': 'ACTOR'}, {'person_id': 27171, 'name': 'Roger Trapp', 'character': 'Mortuary Employee (uncredited)', 'role': 'ACTOR'}, {'person_id': 27172, 'name': 'Louis Viret', 'character': 'Hallmark Employee On Subway (uncredited)', 'role': 'ACTOR'}, {'person_id': 14167, 'name': 'Stanley Donen', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",27.0,Stanley Donen
3586,tm286249,"[{'person_id': 159658, 'name': 'Ryan Polito', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",,Ryan Polito
3587,tm2865,"[{'person_id': 138322, 'name': 'Rex Bell', 'character': ""'Breezy' Kildare"", 'role': 'ACTOR'}, {'person_id': 209153, 'name': 'Marceline Day', 'character': 'Ruth Carter', 'role': 'ACTOR'}, {'person_id': 134233, 'name': 'Matthew Betz', 'character': 'Joe Carter', 'role': 'ACTOR'}, {'person_id': 153742, 'name': 'Huntley Gordon', 'character': 'Brent', 'role': 'ACTOR'}, {'person_id': 219832, 'name': ""Roy D'Arcy"", 'character': 'Jess Harvey', 'role': 'ACTOR'}, {'person_id': 132992, 'name': 'Robert Ellis', 'character': 'Butch Owens', 'role': 'ACTOR'}, {'person_id': 74818, 'name': 'Gwen Lee', 'character': 'Mrs. Myrna Wallace', 'role': 'ACTOR'}, {'person_id': 27220, 'name': 'Al Bridge', 'character': 'Al', 'role': 'ACTOR'}, {'person_id': 573148, 'name': 'Rae Daggett', 'character': 'Rae Walsh', 'role': 'ACTOR'}, {'person_id': 134285, 'name': 'John Elliott', 'character': 'Martin Kildare', 'role': 'ACTOR'}, {'person_id': 100231, 'name': ""George 'Gabby' Hayes"", 'character': 'Walrus', 'role': 'ACTOR'}, {'person_id': 28513, 'name': 'Earl Dwire', 'character': 'Cattleman', 'role': 'ACTOR'}, {'person_id': 103855, 'name': 'Harry L. Fraser', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",12.0,Harry L. Fraser
3588,tm287028,"[{'person_id': 65331, 'name': 'Hoot Gibson', 'character': ""'Whitey' Revel"", 'role': 'ACTOR'}, {'person_id': 153703, 'name': 'Buzz Barton', 'character': 'Six Bits', 'role': 'ACTOR'}, {'person_id': 138323, 'name': 'Joan Barclay', 'character': 'Molly Henderson', 'role': 'ACTOR'}, {'person_id': 47810, 'name': 'Bob Kortman', 'character': ""'Hawk' Decker"", 'role': 'ACTOR'}, {'person_id': 138447, 'name': 'Ed Cassidy', 'character': 'Greg Walters', 'role': 'ACTOR'}, {'person_id': 130914, 'name': 'Nelson McDowell', 'character': 'Wild Horse Henderson', 'role': 'ACTOR'}, {'person_id': 62991, 'name': 'Reed Howes', 'character': 'Bart Hunter (as Reed Howe)', 'role': 'ACTOR'}, {'person_id': 103855, 'name': 'Harry L. Fraser', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,Harry L. Fraser
3589,tm287098,"[{'person_id': 33585, 'name': ""Colin O'Donoghue"", 'character': 'Peter', 'role': 'ACTOR'}, {'person_id': 726134, 'name': 'Lulu Antariksa', 'character': 'Anna', 'role': 'ACTOR'}, {'person_id': 595003, 'name': 'Dohn Norwood', 'character': 'Ben', 'role': 'ACTOR'}, {'person_id': 39196, 'name': 'Mimi Rogers', 'character': 'Judith', 'role': 'ACTOR'}, {'person_id': 35243, 'name': 'Jeff Kober', 'character': 'Zack', 'role': 'ACTOR'}, {'person_id': 10839, 'name': 'Roshon Fegan', 'character': 'David', 'role': 'ACTOR'}, {'person_id': 8513, 'name': 'Siena Goines', 'character': 'JoAnn', 'role': 'ACTOR'}, {'person_id': 5870, 'name': 'Chris Ellis', 'character': 'Harvey', 'role': 'ACTOR'}, {'person_id': 84119, 'name': 'Tobias Jelinek', 'character': 'Phillip', 'role': 'ACTOR'}, {'person_id': 49846, 'name': 'Michael Sun Lee', 'character': 'Lee', 'role': 'ACTOR'}, {'person_id': 177903, 'name': 'Ronnie Clark', 'character': 'Ryan', 'role': 'ACTOR'}, {'person_id': 612947, 'name': 'Scotty Tovar', 'character': 'Marcus', 'role': 'ACTOR'}, {'person_id': 90712, 'name': 'Eva-Marie Fredric', 'character': 'Ghost', 'role': 'ACTOR'}, {'person_id': 53081, 'name': ""Peter O'Brien"", 'character': 'The Prisoner', 'role': 'ACTOR'}, {'person_id': 228604, 'name': 'Timothy Lee DePriest', 'character': 'Wolf', 'role': 'ACTOR'}, {'person_id': 612945, 'name': 'Josh Mendoza', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",15.0,Josh Mendoza
3590,tm28729,"[{'person_id': 946, 'name': 'Javier Bardem', 'character': 'Lorenzo', 'role': 'ACTOR'}, {'person_id': 731, 'name': 'Natalie Portman', 'character': 'Inés / Alicia', 'role': 'ACTOR'}, {'person_id': 1856, 'name': 'Stellan Skarsgård', 'character': 'Francisco Goya', 'role': 'ACTOR'}, {'person_id': 4700, 'name': 'Randy Quaid', 'character': 'King Carlos IV', 'role': 'ACTOR'}, {'person_id': 102221, 'name': 'José Luis Gómez', 'character': 'Tomás Bilbatúa', 'role': 'ACTOR'}, {'person_id': 18461, 'name': 'Michael Lonsdale', 'character': 'Inquisitor General', 'role': 'ACTOR'}, {'person_id': 102222, 'name': 'Blanca Portillo', 'character': 'Queen María Luisa', 'role': 'ACTOR'}, {'person_id': 27551, 'name': 'Mabel Rivera', 'character': 'María Isabel Bilbatúa', 'role': 'ACTOR'}, {'person_id': 2680, 'name': 'Unax Ugalde', 'character': 'Ángel Bilbatúa', 'role': 'ACTOR'}, {'person_id': 115052, 'name': 'Fernando Tielve', 'character': 'Álvaro Bilbatúa', 'role': 'ACTOR'}, {'person_id': 233, 'name': 'David Calder', 'character': 'Monk 1', 'role': 'ACTOR'}, {'person_id': 115053, 'name': 'Ramón Langa', 'character': 'Hooded Monk', 'role': 'ACTOR'}, {'person_id': 115054, 'name': 'Manuel de Blas', 'character': 'Pyre Monk', 'role': 'ACTOR'}, {'person_id': 115055, 'name': 'Andrés Lima', 'character': 'Confiscating Monk', 'role': 'ACTOR'}, {'person_id': 143688, 'name': 'Concha Hidalgo', 'character': ""Alicia's Duena"", 'role': 'ACTOR'}, {'person_id': 1151213, 'name': 'Trinidad Rugero', 'character': 'Mother Superior', 'role': 'ACTOR'}, {'person_id': 4156, 'name': 'Silvia Kal', 'character': 'Queen', 'role': 'ACTOR'}, {'person_id': 136689, 'name': 'Emilio Linder', 'character': 'Churchman 1', 'role': 'ACTOR'}, {'person_id': 120555, 'name': 'José María Sacristán', 'character': 'Churchman 2', 'role': 'ACTOR'}, {'person_id': 47361, 'name': 'Simón Andreu', 'character': 'Asylum Director', 'role': 'ACTOR'}, {'person_id': 24071, 'name': 'Jack Taylor', 'character': 'Chamberlain', 'role': 'ACTOR'}, {'person_id': 64059, 'name': 'Julian Wadham', 'character': 'Joseph Bonaparte', 'role': 'ACTOR'}, {'person_id': 21949, 'name': 'Ben Temple', 'character': 'Royal Messenger', 'role': 'ACTOR'}, {'person_id': 24512, 'name': 'Craig Stevenson', 'character': 'Napoleon', 'role': 'ACTOR'}, {'person_id': 258367, 'name': 'Scott Cleverdon', 'character': 'French General', 'role': 'ACTOR'}, {'person_id': 20574, 'name': 'Carlos Bardem', 'character': 'French Colonel', 'role': 'ACTOR'}, {'person_id': 158488, 'name': 'Aurélia Thiérrée', 'character': 'Henrietta Casamares', 'role': 'ACTOR'}, {'person_id': 132136, 'name': 'Eusebio Lázaro', 'character': 'Frame Maker', 'role': 'ACTOR'}, {'person_id': 609482, 'name': 'Lola Peno', 'character': 'Bespectacled Nun', 'role': 'ACTOR'}, {'person_id': 229314, 'name': 'May Heatherly', 'character': ""Harlot's Duena"", 'role': 'ACTOR'}, {'person_id': 78023, 'name': 'Víctor Israel', 'character': 'Money Monk', 'role': 'ACTOR'}, {'person_id': 122889, 'name': 'Enrique Martínez', 'character': 'Message Monk', 'role': 'ACTOR'}, {'person_id': 332217, 'name': 'Balbino Lacosta', 'character': 'Familiar 1', 'role': 'ACTOR'}, {'person_id': 138649, 'name': 'Manolo Caro', 'character': 'Familiar 2', 'role': 'ACTOR'}, {'person_id': 186748, 'name': 'Mercedes Castro', 'character': 'Dona Julia', 'role': 'ACTOR'}, {'person_id': 1031400, 'name': 'Jose L. Vasquez', 'character': 'Inquisition Notary', 'role': 'ACTOR'}, {'person_id': 96511, 'name': 'Tamar Novas', 'character': 'Apprentice 1', 'role': 'ACTOR'}, {'person_id': 170289, 'name': 'David Luque', 'character': 'Apprentice 2', 'role': 'ACTOR'}, {'person_id': 411242, 'name': 'Carolina Petterson', 'character': 'Novice', 'role': 'ACTOR'}, {'person_id': 7235, 'name': 'Miloš Forman', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",39.0,Miloš Forman
3591,tm28736,"[{'person_id': 11769, 'name': 'Jason Biggs', 'character': 'Anderson', 'role': 'ACTOR'}, {'person_id': 6957, 'name': 'Isla Fisher', 'character': 'Katie', 'role': 'ACTOR'}, {'person_id': 8129, 'name': 'Joe Pantoliano', 'character': 'Smitty', 'role': 'ACTOR'}, {'person_id': 32213, 'name': 'Joanna Gleason', 'character': 'Lois', 'role': 'ACTOR'}, {'person_id': 4099, 'name': 'Edward Herrmann', 'character': 'Lyle', 'role': 'ACTOR'}, {'person_id': 4479, 'name': 'Margo Martindale', 'character': 'Betsy', 'role': 'ACTOR'}, {'person_id': 15109, 'name': 'Michael Weston', 'character': 'Ted', 'role': 'ACTOR'}, {'person_id': 14681, 'name': 'Ebon Moss-Bachrach', 'character': 'Matador', 'role': 'ACTOR'}, {'person_id': 38813, 'name': 'Heather Goldenhersh', 'character': 'Jane', 'role': 'ACTOR'}, {'person_id': 8368, 'name': 'Jay O. Sanders', 'character': 'Sheriff', 'role': 'ACTOR'}, {'person_id': 12985, 'name': 'Rob Corddry', 'character': 'Kyle', 'role': 'ACTOR'}, {'person_id': 50305, 'name': 'Chuck Ardezzone', 'character': 'Scary-Looking Con', 'role': 'ACTOR'}, {'person_id': 78849, 'name': 'Regan Mizrahi', 'character': 'Diner Kid', 'role': 'ACTOR'}, {'person_id': 130651, 'name': 'Roger Robinson', 'character': 'Dr. Favreau', 'role': 'ACTOR'}, {'person_id': 36611, 'name': 'Michael Ian Black', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",14.0,Michael Ian Black
